"ctryName","ctryCode","lifeExp","icsrMean","contig","dist","internetUserPer100","migrantStockPctPop","lfpMale","unempYthTotILO","fh_cl","fh_pr","sunnipct","shiapct","govt.reg.relig","govt.fav.relig","soc.reg.relig","pctpop15.24","religious.frac","lnHomicidesPer100k","lnpopDensity","lnpop","lnarea","lngdppcPPP","lnrefugeesUnhcr","lnrefugeeOrigin"
"Mauritius","MUS",74.46,0,0,6114.1357421875,39,3.4322616763,80.1999969482,23.6000003815,2,1,15.355,1.245,2.5,6.267,5.333,15.5,0.6385,1.02961941718116,6.42976158743381,14.0455526594696,7.61579107203583,9.74950754015331,NA,4.39444915467244
"Mexico","MEX",77.3540243902,0,0,12484.03515625,43.46,0.6155790451,83.3000030518,9.3999996185,3,3,0.0995,5e-04,3.056,0,6.333,18.1,0.1796,3.06805293513362,4.14201993621205,18.6222524797194,14.4802325435071,9.69835659730812,8.06589354696427,9.1480393457788
"Moldova","MDA",68.8115121951,0,0,1629.59289550781,48.8,11.4630500176,48.4000015259,14.8000001907,3,3,0.398,0.002,1.667,2.733,10,14.2,0.5603,1.87180217690159,4.82044229782483,15.0848682126901,10.4000113915913,8.41650725393738,5.82304589548302,7.69938940625674
"Mongolia","MNG",67.548195122,0,0,5361.125,17.7,0.3694422388,71.6999969482,9.1999998093,2,1,4.29,0.11,4.722,5.133,6.333,18.7,0.0799,2.27212588550934,0.602928518890754,14.8589881484039,14.2560596295348,9.11957348319442,2.63905732961526,7.63240112660145
"Morocco","MAR",70.8721219512,1500,0,3964.06372070312,56,0.1551654175,78.9000015259,18.5,4,5,99.4005,0.4995,6.389,7.267,7.333,17.7,0.0035,0.78845736036427,4.30351840801797,17.3122650586357,13.0087466506174,8.84897720488449,8.51197962436335,7.18387071506245
"Mozambique","MOZ",50.1733658537,0,0,6630.36376953125,5.4,1.877644362,82.5999984741,14.3000001907,3,4,22.686,0.114,0,0.8,0.667,21.3,0.6759,2.51769647261099,3.4919969968352,17.0671924119758,13.5751954151417,6.97506309685162,9.62377364973352,4.02535169073515
"Myanmar","MMR",65.0996829268,0,0,5470.46533203125,1.2,0.1707931784,85,9.8999996185,5,6,3.781,0.019,8.611,10,7,18.3,0.1974,2.72129542785223,4.40090128651929,17.790677700328,13.3897764138083,NA,NA,13.0807243825635
"Namibia","NAM",64.3438780488,0,0,6564.54052734375,13.9,6.3732034492,64.8000030518,34.0999984741,2,2,0.398,0.002,0,0,0,23.1,0.6626,2.84490938381941,1.02879616057699,14.649859947565,13.621063786972,9.13516122518713,8.15908865466791,7.04053639021596
"Nepal","NPL",68.4038536585,0,0,3944.61596679688,13.3,3.5232974606,88.8000030518,4.5999999046,4,4,4.179,0.021,4.722,6.2,6.667,22.6,0.1417,1.06471073699243,5.26741062834516,17.1404550996566,11.8730444713115,7.68376751523457,10.7481104097189,9.00109972583097
"Netherlands","NLD",81.1048780488,225,0,3265.95336914062,93.9564,10.5496685784,84.1999969482,11,1,1,5.3625,0.1375,0,5.6,6,12.2,0.7222,-0.105360515657826,6.21130680698982,16.6371532191057,10.4258464121158,10.714887822876,11.2213424604335,4.15888308335967
"New Zealand","NZL",81.4073170732,6,0,15630.560546875,82.78,22.113039281,83.4000015259,15.8000001907,1,1,0.8955,0.0045,0,1.833,1.667,13.9,0.811,-0.105360515657826,2.82555047130866,15.3066377955649,12.4810873242543,10.4048567041592,7.44541755670169,2.83321334405622
"Nicaragua","NIC",74.7881707317,0,0,12119.6591796875,15.5,0.6892572905,82.5,10.3999996185,4,5,0.0995,5e-04,0,5.8,0,22.4,0.429,2.42480272571829,3.92251752049909,15.6205938692731,11.6980763487743,8.41044653638044,5.33271879326537,7.33823815006559
"Niger","NER",58.4427073171,0,0,4109.591796875,1.7,1.2719657153,90.9000015259,6.6999998093,4,3,97.8085,0.4915,0.833,0,0,18.4,0.2013,1.54756250871601,2.64453856410127,16.6964642155697,14.0519256514717,6.78763031585359,10.9638093619159,6.59714570188665
"Nigeria","NGA",52.4997804878,0,0,4530.11181640625,38,0.7060820706,63.5999984741,13.6000003815,5,4,46.7025,1.1975,0.556,6.933,6,19.3,0.7421,2.99573227355399,5.25030707458838,18.9723527491412,13.7220456745528,8.59834789770937,7.82803803212583,10.3629356678423
"Norway","NOR",81.4512195122,60,0,3481.26708984375,95.0534,9.9287989247,80,9.1000003815,1,1,2.985,0.015,0,7.6,0.667,13.1,0.2048,0.78845736036427,2.63246788647134,15.4408544961861,12.8083866097128,11.04150252144,10.8676346794196,2.56494935746154
"Oman","OMN",76.8520243902,0,0,1757.43884277344,66.45,29.473506191,84.5,20.5,5,6,81.1225,6.5775,6.111,7.067,0.667,19.9,0.4322,0.0953101798043249,2.46270288682095,15.1054162579278,12.6427133711068,10.7039735252748,5.38449506278909,3.25809653802148
"Pakistan","PAK",66.5853658537,500,0,2655.29541015625,10.9,2.4450528263,85.9000015259,8.5,5,4,84.35,12.05,8.611,10,10,21.5,0.3848,2.04122032885964,5.46501242338581,19.0203004217946,13.5552879984086,8.40157464803189,14.299105160104,10.7968576010257
"Panama","PAN",77.5789512195,0,0,11779.3212890625,42.9,3.2897985062,86.1999969482,10.1999998093,2,1,0.6965,0.0035,0.556,3.4,0,17.3,0.3338,2.84490938381941,3.95085302535538,15.167257469206,11.2164044438512,9.84126066853504,9.81443773570262,4.65396035015752
"Papua New Guinea","PNG",62.4307317073,0,0,11771.0859375,6.5,0.3578684477,74.5999984741,4.6999998093,3,4,0.0995,5e-04,0,2.167,0,19.7,0.5523,2.34180580614733,2.78295496952089,15.8062932754492,13.0233383059265,7.84703023676903,9.18840146445743,5.39816270151775
"Paraguay","PRY",72.2734878049,0,0,11878.7587890625,36.9,2.4971047511,88,11.3000001907,3,3,0.0995,5e-04,2.222,8.333,1.667,20.5,0.2123,2.2726282967539,2.84032367140076,15.732770613206,12.8924469418027,8.96611030473326,4.92725368515721,4.55387689160054
"Peru","PER",74.8146097561,0,0,12915.73046875,39.2,0.128576081,86.8000030518,8.8999996185,3,2,0.0995,5e-04,0,7.133,0,19.2,0.1988,2.26176309847379,3.1667796753861,17.2291503112798,14.0623706358958,9.34106095728406,7.4205789054108,8.4690528160883
"Philippines","PHL",68.7144878049,0,0,7892.9873046875,37,0.4659705273,81.4000015259,16.7000007629,3,3,5.0745,0.0255,0,0.667,6.333,19,0.3056,2.17475172148416,5.79906698238191,18.404486055012,12.6054190726302,8.75245761508785,5.5683445037611,6.5875500148248
"Poland","POL",76.8487804878,0,0,2420.97680664062,62.8492,2.1670329706,73.9000015259,27.2000007629,1,1,0.0995,5e-04,0,2.833,6,11.9,0.1712,0.182321556793955,4.83448572962132,17.4665448064805,12.6320590768591,10.0360593800857,9.83037908071549,7.26473017792987
"Portugal","PRT",80.3731707317,0,0,4085.68188476562,62.0956,8.6883317097,77.0999984741,37.7999992371,1,1,0.597,0.003,0,7.2,1,11.4,0.1438,0.182321556793955,4.73773300455367,16.1628103789507,11.425077374397,10.1632690113742,6.69084227741856,3.46573590279973
"Qatar","QAT",78.606902439,15,0,1132.56420898438,85.3,74.6081214462,95.9000015259,1.5,5,6,69.75,7.75,5.278,8.267,6.333,13.4,0.095,0.0953101798043249,5.23000394303242,14.5896260177242,9.35962207469194,11.7563593598333,4.95582705760126,2.83321334405622
"Romania","ROM",74.4634146341,0,0,1499.248046875,49.7645,0.6556914399,72.5999984741,23.7999992371,2,2,0.2985,0.0015,5.278,8.267,9.333,11.3,0.2373,0.53062825106217,4.46438875619629,16.8103102968429,12.3459215406466,9.80830340012172,7.56060116276856,7.75319426988434
"Russian Federation","RUS",71.0731707317,1150,0,2478.70947265625,61.4,8.6177216205,78.6999969482,14.5,5,6,11.6415,0.0585,3.889,4.733,10,10.7,0.4398,2.21920348405499,2.17046409308082,18.7818446245224,16.6113805314387,10.0674842184389,8.45510499910282,11.2166330967504
"Rwanda","RWA",63.9939756098,0,0,3997.8642578125,8.7,4.2953908983,86.3000030518,0.6999999881,6,6,1.791,0.009,5.556,1.733,7.333,18.9,0.5066,3.13983261752775,6.16827523689063,16.281618446414,10.1133432095234,7.2628854316834,11.2059110546189,11.3378217964347
"Saudi Arabia","SAU",75.7033658537,2000,1,992.687927246094,60.5,26.7400268402,79.9000015259,28.7000007629,7,7,84.9625,12.1375,9.444,9.333,10,19.3,0.127,-0.22314355131421,2.59605366990245,17.1768878735637,14.5808342036615,10.8603051834951,6.49072353450251,6.36990098282823
"Senegal","SEN",63.3507317073,0,0,5782.0810546875,20.9,1.6220220216,89.5,14.6000003815,3,2,95.4205,0.4795,0,3.333,0,20.5,0.1497,1.02961941718116,4.29603559321895,16.4640428579421,12.1680072647234,7.68251802515973,9.72489901933128,9.89767066721456
"Serbia","SRB",75.1365853659,60,0,1852.28527832031,51.5,7.2055490853,69.3000030518,48.9000015259,2,2,3.2375,0.4625,NA,NA,NA,11.6,NA,0.182321556793955,4.40566064248622,15.7845974674536,11.3789368249669,9.46440073898787,10.9592619271941,10.7932905615732
"Sierra Leone","SLE",45.5509512195,0,0,5783.98388671875,1.7,1.8563359791,69.9000015259,4.6999998093,3,2,71.1425,0.3575,0,0,0,18.8,0.5395,0.641853886172395,4.43558102595223,15.6224993041492,11.1869182781968,7.30964637346496,7.95717732345947,8.57922858233569
"Singapore","SGP",82.3463414634,0,0,7130.822265625,73,38.7429826462,82.3000030518,10.3000001907,4,4,14.8255,0.0745,7.222,1.733,0,17.8,0.6561,-1.6094379124341,8.95068101736793,15.5017613524113,6.5510803350434,11.2415994812054,1.38629436111989,4.17438726989564
"Slovak Republic","SVK",76.2609756098,0,0,2282.25146484375,77.8826,2.4238847296,77.5,33.5,1,1,0.0995,5e-04,0.556,8.267,5,12.2,0.5655,0.336472236621213,4.7235986814176,15.5043866261364,10.780787944719,10.1565340268715,6.80461452006262,5.77765232322266
"Slovenia","SVN",80.2780487805,0,0,2318.97900390625,72.6756,8.0003592727,74.3000030518,22.7999992371,1,1,2.388,0.012,0,2,2,10,0.2868,-0.356674943938732,4.62773055869862,14.5381937249715,9.91046316627255,10.2171360122965,5.45958551414416,3.3322045101752
"Solomon Islands","SLB",67.716902439,0,0,12960.5615234375,8,1.3241598869,81.3000030518,9.6999998093,3,4,0.0995,5e-04,0,5.8,0,20,0.6708,1.45861502269952,2.99828528194793,13.2378878644589,10.2396025825095,7.60219782938129,1.38629436111989,4.11087386417331
"Somalia","SOM",55.0245121951,70,0,3484.9755859375,1.5,0.2370546897,77.5,10.6000003815,7,7,98.107,0.493,8.611,2.4,10,18.9,0.0028,2.07944154167984,2.8172211225604,16.166465059956,13.3492439373954,NA,9.41751712976831,13.9303898262103
"South Africa","ZAF",56.7365853659,0,0,7733.619140625,48.9,3.6676957828,63.7999992371,53.5999984741,2,2,1.3875,0.1125,0,0,1.333,20.2,0.8603,3.43398720448515,3.78008819336174,17.7887695747428,14.0086813813815,9.42981246549052,12.6223392073322,6.04737217904628
"Spain","ESP",82.4268292683,75,0,3610.57177734375,71.5719,13.6924621664,79.9000015259,57.2999992371,1,1,2.2885,0.0115,0.833,7.933,0.667,9.6,0.4514,-0.22314355131421,4.53753304389852,17.6574935366869,13.119960492788,10.3635243254356,9.10297785364768,4.02535169073515
"Sri Lanka","LKA",74.2402926829,0,0,4685.76708984375,21.9,1.645838377,81.0999984741,17.6000003815,4,5,8.4575,0.0425,6.944,2.4,10,14.9,0.4853,1.22377543162212,5.78882962824562,16.8351058317828,11.0462762035371,9.15119924613501,7.46908388492123,11.7206548256987
"Sudan","SDN",62.0444878049,100,0,2033.73498535156,22.7,1.6525522345,76.4000015259,24.5,7,7,71.043,0.357,6.944,8.667,10,20.2,0.4307,2.41591377830105,3.03170371505624,17.4521569604677,14.6809289594647,8.09094550727028,12.8999495597697,13.3836978810809
"Suriname","SUR",71.0316341463,0,0,9800.2099609375,37.4,7.5194300518,73.5,22.5,2,2,15.8205,0.0795,0,2,0,17.6,0.791,1.80828877117927,1.24037149197174,13.1979827782027,11.9576112862317,9.65219158893614,0,2.83321334405622
"Swaziland","SWZ",48.9379268293,0,0,6681.92041015625,24.7,3.387509345,72.9000015259,42.4000015259,5,7,0.199,0.001,0,3.567,0,22.3,0.4444,3.52046080248897,4.28560057087465,14.0382652336762,9.75266466280154,8.77506803818006,6.94985645500077,4.69134788222914
"Sweden","SWE",81.7048780488,165,0,3173.45385742188,94.7836,13.9262364357,83.1999969482,23.7999992371,1,1,3.43,1.47,0,1.833,2.667,12.3,0.2342,-0.356674943938732,3.15990963830098,16.0773131348254,12.9174034965237,10.6814466896146,11.8628778631481,2.83321334405622
"Switzerland","CHE",82.7487804878,40,0,2850.291015625,86.7,22.5280191757,88.5,8.8000001907,1,1,5.6715,0.0285,1.667,6.6,6,11.4,0.6083,-0.510825623765991,5.32141565240348,15.905876584568,10.5844609321644,10.9149561450998,11.2198287598169,2.70805020110221
"Tajikistan","TJK",67.3746097561,190,0,2269.1826171875,16,3.7272695569,79.8000030518,15.6000003815,6,6,92.07,6.93,7.778,0,1,20.1,0.3386,0.470003629245736,4.07148767553509,15.9205996220166,11.8491119464816,7.79632904762809,8.37101068123816,6.49375383985169
"Tanzania","TZA",61.4931463415,0,0,4501.96240234375,4.4,1.4657620416,91.0999984741,6.5,3,3,27.6575,2.2425,1.667,3.9,7,19.5,0.6334,2.54160199346455,4.01823692517849,17.7124833956493,13.6942464704712,7.7684076087822,11.5376863679117,6.94697599213542
"Thailand","THA",74.3650731707,0,0,6043.7578125,28.94,1.7428051757,85.9000015259,3.0999999046,4,4,5.771,0.029,3.056,6.6,6,15,0.0994,1.6094379124341,4.87645032951496,18.0203599113405,13.1439095818253,9.54193009933337,11.8580175862659,5.40267738187228
"Timor-Leste","TMP",67.5223658537,0,0,9728.1806640625,1.1,1.2974384125,51.5999984741,13.3000001907,4,3,0.0995,5e-04,0.833,0,0,19.8,0.4254,1.28093384546206,4.37398242985482,13.9810834693085,9.6071010394542,7.62057521316906,1.09861228866811,2.30258509299405
"Togo","TGO",56.4885121951,0,0,4716.8388671875,4.5,2.940082277,82.3000030518,10.6999998093,4,5,12.139,0.061,0,3.967,0,19.7,0.6596,2.33214389523559,4.83099181746702,15.7349274098838,10.903935592417,7.20482882042912,9.95432324223862,9.24445190160495
"Trinidad and Tobago","TTO",69.9252195122,0,0,10079.7734375,63.8,2.586260772,82.4000015259,13.1999998093,2,2,5.771,0.029,0.833,2.8,1.667,13,0.7936,3.34286180464919,5.56617782029529,14.10903875846,8.54286093816481,10.2911061206458,4.14313472639153,5.8171111599632
"Tunisia","TUN",73.6463414634,2250,0,2395.86499023438,43.8,0.3184856501,75.5,31.2000007629,4,3,99.301,0.499,8.611,7.933,6.333,16,0.0104,0.78845736036427,4.24953376394876,16.2030340474745,11.9535002835252,9.28430077483777,6.9985096422506,7.22329567956231
"Turkey","TUR",75.1759512195,600,1,1061.53955078125,46.25,1.9559121127,75.5999984741,20.3999996185,4,3,86.275,12.325,4.444,7.333,10,16.8,0.0049,0.955511445027436,4.57843498908614,18.1321001479492,13.5536651588629,9.82914834573328,13.4036339399832,11.1065649561104
"Turkmenistan","TKM",65.4625853659,360,0,1360.60473632812,9.6,4.1194011497,79.6999969482,20.2000007629,7,7,92.367,0.933,8.611,9.333,6.333,20.2,0.2327,2.54944517092557,2.41150677023522,15.4718457966608,13.0603390264239,9.51450568277492,3.8286413964891,6.24804287450843
"Uganda","UGA",59.19,0,0,3711.9990234375,16.2,1.9023272076,79.5999984741,6.5999999046,4,5,11.7,0.3,3.889,1.333,0,21.2,0.6332,2.37024374146786,5.23683044798163,17.441952641976,12.2051221939942,7.3905375000681,12.408102870958,9.00908061416198
"Ukraine","UKR",71.1595121951,50,0,1941.869140625,41.8,11.4616236508,73.3000030518,17.7999992371,3,4,0.8955,0.0045,2.222,1.333,9,11.5,0.6157,1.45861502269952,4.36338400545196,17.6329942863662,13.2696102809148,9.04876391436636,9.0415666277275,8.55101473989175
"United Arab Emirates","ARE",77.1312926829,15,0,1384.18225097656,88,39.012611092,92.3000030518,9.8999996185,6,6,68.4,7.6,5.556,9,4.667,13.7,0.331,0.955511445027436,4.71667400577074,16.0504728048436,11.3337987990728,10.9515883052845,6.52356230614951,4.49980967033027
"United Kingdom","GBR",80.956097561,550,0,3546.1513671875,89.8441,10.2789304431,82.0999984741,20.2999992371,1,1,4.025,0.575,2.222,7.933,6,12.6,0.6944,0,5.57965696583161,17.9760606729293,12.3964037070978,10.5168194265115,11.92616692539,4.95582705760126
"United States","USA",78.8414634146,100,0,9115.1357421875,84.2,13.8408152466,77.3000030518,15.8000001907,1,1,0.7,0.1,NA,NA,NA,13.7,0.8241,1.54756250871601,3.54267797653375,19.5716604068111,16.0289824302784,10.8462349523916,12.7599749999873,8.46821300919452
"Uruguay","URY",77.0514146341,0,0,12266.8623046875,58.1,2.3694076659,85.8000030518,18.5,1,1,0.0995,5e-04,0,0,0,16,0.3548,2.06686275947298,2.9687053622176,15.0413608943055,12.0726555320898,9.85039350805418,5.50533153593236,4.98360662170834
"Uzbekistan","UZB",68.2275853659,500,0,2354.82885742188,38.2,4.1170734952,78.5999984741,20.2999992371,7,7,95.535,0.965,8.611,8.333,9.333,20.5,0.2133,1.30833281965018,4.26399674203473,17.2247819237829,12.9607851817483,8.5176229230832,4.95582705760126,8.51016857647927
"Venezuela, RB","VEN",74.643097561,0,0,10569.2509765625,54.9,3.4685472713,82.6999969482,16.1000003815,5,5,0.2985,0.0015,3.889,7.767,2.333,18.8,0.135,3.98341300151482,3.54012041188078,17.2301244346039,13.6900040227246,9.77648328097474,12.2327827338422,9.03539156951164
"Vietnam","VNM",75.7564878049,0,0,6149.15625,43.9,0.0797250741,85.5,5.4000000954,5,7,0.199,0.001,8.611,6.2,6,17.8,0.508,1.19392246847243,5.66752718430555,18.312080541728,12.6445533574225,8.54180843902422,NA,12.6574826038973
"West Bank and Gaza","WBG",73.2033414634,60,0,281.228057861328,46.6,50.4790477925,68.9000015259,38.2999992371,6,6,97.0125,0.4875,2.5,7.7,10,21.15,0.17185,2.00148000021012,6.54046558322679,15.2433081215296,8.70284253830287,8.40836752068407,NA,11.4725616987807
"Yemen, Rep.","YEM",63.0895853659,110,0,1996.06689453125,20,2.2752968325,74.3000030518,29.7999992371,6,6,61.875,37.125,6.944,7.267,10,21.1,0.0023,1.56861591791385,3.83360140162707,17.0103961445195,13.1767947428924,8.25121644215458,12.4271580803749,7.79482315217939
"Zambia","ZMB",58.0927804878,0,0,5516.59716796875,15.4,1.7639423817,86,24.6000003815,4,3,0.398,0.002,0,8.333,0,20,0.7359,2.37024374146786,2.97334440557218,16.4923204906193,13.5189760850464,8.24263540039576,10.1587109973137,5.44673737166631
"Zimbabwe","ZWE",59.7734878049,0,0,5740.6826171875,18.5,2.8466668675,90.6999969482,9.3000001907,6,6,0.8955,0.0045,4.722,1.733,3.667,22.1,0.7363,2.36085400111802,3.59940800544054,16.465200305419,12.8657922999776,7.48060495465559,8.83491938521639,9.88740898232344
