"ctryName","ctryCode","iso2","year","internetSubPer100","internetUserPer100","internetServerPerMil","area","popDensity","telephonePer100","cellPer100","lifeExp","imr","gdppcPPP","pop","popUrbPct","unempYthMaleILO","unempYthTotILO","unempTotILO","lfpMale","lfpTot","secondaryEnroll","healthExpGDP","milExpGDP","secondExpPerStudent","homicidesPer100k","battleRelDeaths","milPersonnelOfLabor","migrantStockPctPop","refugeeAsylum","refugeeOrigin","icsrLow","icsrHigh","icsrMean","contig","dist","muslim.pop","muslimpct","fh_cl","fh_pr","fh_status","ccodecow","cname","fh_aor","fh_ep","fh_feb","fh_fog","fh_ipolity2","fh_pair","fh_polity2","fh_ppp","fh_rol","pctmusShia","shiapct","sunnipct","govt.reg.relig","govt.fav.relig","soc.reg.relig","pctpop0.14","pctpop15.24","pctpop25.54","pctpop55.64","pctpop65","n.attacks","n.kill","n.attacks.post11","n.kill.post11","religious.frac","ethnic.frac","language.frac","refugeesUnhcr"
"Korea, Dem. Rep.","PRK","KP",2014,0,0,0.0799136932,120410,206.7559172826,4.7398162237,9.7206400519,69.8069512195,21.7,NA,24895480,60.569,11.1000003815,9.8999996185,4.5999999046,87,82.6999969482,NA,NA,NA,NA,5.2,NA,9.0683586554,0.15151107,NA,1166,0,0,0,0,7086.92041015625,"3000",0.1,7,7,3,731,"Korea, North",0,0,0,0,"0.304290890693665",3,"",0,0,0.5,5e-04,0.0995,9.167,0,0,21.5,16.3,44,8.6,9.7,0,0,0,0,0.4891,0.0392,0.0028,NA
"Korea, Rep.","KOR","KR",2014,38.035117362,84.77,2177.0955146374,97350,515.8671700051,61.5741285628,110.9984678468,81.4597560976,3.2,32708.1074382641,50219669,82.249,9.5,9.1999998093,3.0999999046,76.0999984741,65.9000015259,97.1971282959,3.8290348403,2.6016339625,23.0435504913,0.9,NA,2.5294359998,1.0823983777,547,500,0,0,0,0,7250.94091796875,"75000",0.2,2,1,1,732,"Korea, South",11,11,14,10,"9.40305042266846",12,"",15,13,0.5,0.001,0.199,0,5.5,0.667,14.1,13.5,47.3,12.4,12.7,1,0,1,0,0.6604,0.002,0.0021,2945
"Kosovo","KSV",NA,2014,NA,NA,NA,10887,167.5392670157,NA,NA,70.7975609756,NA,8598.5595575645,1824000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,100,150,125,0,1694.97265625,NA,95.6,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.56,86.04,1.667,5.467,6,26.3,18.1,41.5,7.2,6.9,35,6,35,6,NA,NA,NA,NA
"Kuwait","KWT","KW",2014,1.3952499754,75.46,214.4294337453,17820,189.0332210999,15.0805742018,190.2883477034,74.4627560976,8.1,82357.8241817504,3368572,98.31,22.7999992371,19.6000003815,3.0999999046,84.9000015259,70.0999984741,NA,2.3861610309,3.3131044109,20.9380397797,0.4,NA,1.3039584949,70.1143542877,635,977,NA,NA,70,1,559.5185546875,"2636000",86.4,5,5,2,690,"Kuwait",4,2,7,5,"3.61293053627014",6,"",10,7,22.5,19.44,66.96,7.222,8.667,3.667,25.4,15.3,52.3,4.7,2.2,1,0,1,0,0.6745,0.6604,0.3444,1665
"Kyrgyz Republic","KGZ","KG",2014,2.4494605545,23.4,9.1222030981,191800,29.8206465068,8.3149708664,121.449818911,70.2024390244,21.6,3109.8128288413,5719600,35.483,13.8999996185,15.6000003815,8,82.5,70.9000015259,88.1920013428,3.9383196226,3.2442929774,NA,9.1,NA,0.7586511332,4.0883826796,466,2311,NA,NA,100,0,2828.95166015625,"4927000",88.8,5,5,2,703,"Kyrgyzstan",5,6,9,4,"3.61293053627014",7,"",6,4,0.5,0.444,88.356,2.222,0.667,5.667,29.8,18.8,39.4,7.1,4.9,6,1,6,1,0.447,0.6752,0.5949,844
"Lao PDR","LAO","LA",2014,0.1329447997,12.5,2.030751378,230800,29.3315727903,10.3654401426,68.1358642675,68.2494146341,53.8,4667.3400588651,6769727,36.469,4.3000001907,3.4000000954,1.3999999762,81.0999984741,80.5999984741,50.4936103821,0.9744122875,0.2134867995,NA,5.9,NA,3.7864756242,0.2957606134,NA,7745,0,0,0,0,6005.212890625,"1000",0.1,6,7,3,812,"Laos",0,0,4,0,"1.13145077228546",5,"",0,2,0.5,5e-04,0.0995,7.778,7.333,8,34.8,21.3,35,5.1,3.8,1,0,1,0,0.5453,0.5139,0.6382,NA
"Latvia","LVA","LV",2014,23.5085598959,75.2344,359,62180,32.3680765519,20.6309560912,228.4010716392,73.9804878049,7.4,21832.5707415661,2012647,67.476,19.1000003815,20.2999992371,11.1000003815,78,75.1999969482,97.7099609375,3.5398423296,0.9648212806,25.8227291107,4.7,NA,0.5111785409,15.9720245715,160,233,0,0,0,0,2770.36547851562,"2000",0.1,2,2,1,367,"Latvia",12,12,15,7,"8.57589054107666",12,"",14,12,30,0.03,0.07,1.667,6.2,2.333,14.2,11,44.8,12.8,17.2,1,0,1,0,0.5556,0.5867,0.5795,354
"Lebanon","LBN","LB",2014,9.9544356447,70.5,49.9395892066,10230,436.6950146628,18.042414606,80.5636740661,80.1288780488,7.8,16622.9354840943,4467390,87.548,18.7999992371,20.6000003815,6.5,76.0999984741,51.5999984741,75.0457763672,3.6371877946,4.3642604847,5.1042699814,2.2,NA,4.7514092383,17.4648913223,447328,3824,NA,NA,900,1,85.9413528442383,"2542000",59.7,4,5,2,660,"Lebanon",7,5,11,3,"4.44009065628052",9,"",9,5,50,29.85,29.85,3.056,6.933,10,25.2,17.2,44.1,6.9,6.7,248,413,248,413,0.7886,0.1314,0.1312,858820
"Lesotho","LSO","LS",2014,0.1096668298,5,1.4299332698,30360,68.328886693,2.7813918287,86.3015283459,49.3314634146,73,2493.6137341397,2074465,26.271,27.6000003815,33.2000007629,24.7000007629,74.5999984741,67.4000015259,53.2936401367,9.0741189294,2.0526689129,NA,38,NA,0.229506767,0.314994965,30,15,0,0,0,0,7053.11376953125,"1000",0.1,3,2,1,570,"Lesotho",7,10,14,8,"7.74873065948486",9,"",13,11,0.5,5e-04,0.0995,0,1.167,0,32.9,19.9,36.8,4.9,5.4,2,0,2,0,0.7211,0.255,0.2543,30
"Liberia","LBR","LR",2014,0,4.6,2.5017057084,96320,44.5813642027,0.1076133474,59.4021718754,60.5318780488,53.6,849.8309242361,4294077,48.921,3.4000000954,4.5,3.7000000477,65.0999984741,62.2999992371,37.8739891052,3.5964663748,0.7480467292,NA,3.2,NA,0.1359144256,2.4333057941,53253,17576,0,0,0,0,5709.6591796875,"523000",12.8,4,3,2,450,"Liberia",8,9,11,6,"6.09441089630127",8,"",11,7,0.5,0.064,12.736,0,3.167,3.667,43.2,17.9,31.5,4.3,3.1,2,12,2,12,0.4883,0.9084,0.9038,53307
"Libya","LBY","LY",2014,1.0432924439,16.5,3.0385415001,1759540,3.5245126567,12.7226852896,165.044994607,75.3616829268,12.4,20371.2174108149,6201521,78.17,38.5,51.2000007629,19.6000003815,79.5999984741,55.5999984741,NA,3.02,3.6485963214,NA,1.7,1930,0.3018414918,11.2982260738,25561,3322,NA,NA,600,0,2159.88818359375,"6325000",96.6,5,4,2,620,"Libya",6,9,8,3,"4.44009065628052",6,"",10,1,0.5,0.483,96.117,8.611,7.4,4,26.9,18.2,46.1,4.8,4,355,266,355,266,0.057,0.792,0.0758,32169
"Lithuania","LTU","LT",2014,22.0146751685,68.4529,205.7026476578,62674,47.1916424674,20.7090777289,151.3449586053,74.1634146341,4,24469.6225008436,2957689,66.554,23,21.8999996185,11.8000001907,75.9000015259,73.5,105.9365615845,4.1522333949,0.7742591073,19.4657402039,6.7,NA,1.4344173913,4.1602605123,916,220,0,0,0,0,2509.3505859375,"3000",0.1,1,1,1,368,"Lithuania",11,12,16,9,"10",13,"",16,13,15,0.015,0.085,0,7.933,5.333,13.5,12.5,44.7,12.2,17,0,0,0,0,0.4141,0.3223,0.3219,990
"Luxembourg","LUX","LU",2014,33.2780270749,93.7765,2674.5454545455,2590,209.7915057915,50.4543911912,148.6426712923,81.7975609756,1.6,88849.9952652285,543360,89.568,19.5,19.2000007629,5.9000000954,75.0999984741,68.6999969482,100.047492981,5.9392371934,0.5078596806,18.316160202,0.8,NA,0.5849176467,34.1712150831,2873,1,0,0,0,0,3052.8095703125,"11000",2.3,1,1,1,212,"Luxembourg",12,12,16,12,"10",16,"",16,16,0.5,0.0115,2.2885,0,7.933,0,17.9,12.7,42.1,12,15.4,0,0,0,0,0.0911,0.5302,0.644,1939
"Macao SAR, China","MAC","MO",2014,26.801324211,65.8,340.8695652174,29.9,18942.3076923077,27.9698079894,304.0821010814,80.3437560976,NA,138024.906674968,566375,100,3.4000000954,3.7000000477,1.7999999523,83.3000030518,77.5,95.9738616943,NA,NA,NA,0.7,NA,NA,56.0563833409,1,1,0,0,0,0,6797.11669921875," <1,000 ",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.1,0,2.167,0,14.4,13.7,50.9,11.8,9.2,0,0,0,0,0.5511,NA,0.2519,6
"Macedonia, FYR","MKD","MK",2014,15.0598104176,61.2,75.4269449715,25220,83.5510705789,18.8179054442,106.1738132594,75.1880243902,5.8,11608.9689707937,2107158,56.981,52.9000015259,52.2000007629,29,77,64.1999969482,82.8308105469,4.4398212744,1.2407539799,NA,1.4,NA,0.8256402582,6.1697275637,982,1633,NA,NA,12,0,1609.4931640625,"713000",34.9,3,3,2,343,"Macedonia",8,8,11,7,"6.92157030105591",11,"",11,8,0.5,0.1745,34.7255,0,3.733,5.667,17.7,14.1,43.8,12.1,12.4,15,7,15,7,0.5899,0.5023,0.5021,2074
"Madagascar","MDG","MG",2014,0.0606285293,2.2,0.9333107076,581795,39.4036576457,1.0713395694,36.9080697624,64.6913902439,39.6,1368.6324120759,22924851,33.832,4.6999998093,5.1999998093,3.5999999046,91.3000030518,89.6999969482,38.3909301758,2.6483602882,0.5165856855,8.4193496704,11.1,NA,0.1848047542,0.1791405995,12,296,0,0,0,0,5818.94921875,"220000",1.1,4,6,2,580,"Madagascar",7,1,9,1,"3.61293053627014",7,"",5,5,0.5,0.0055,1.0945,1.389,2.233,0,40.7,20.6,31.3,4.2,3.2,6,2,6,2,0.5191,0.8791,0.0204,12
"Malawi","MWI","MW",2014,0.0341633437,5.4,1.1290035059,94280,173.55289563,0.2051572959,32.3301594426,55.2347073171,44.2,754.981975268,16362567,15.944,12.5,13.5,7.5999999046,80.6999969482,82.5999984741,36.5997810364,4.1635285883,1.3596439257,33.1841011047,1.8,NA,0.0915172401,1.8373293075,5796,326,0,0,0,0,5289.66357421875,"2011000",12.8,4,3,2,553,"Malawi",7,8,11,7,"6.09441089630127",7,"",11,9,0.5,0.064,12.736,0,1.567,0,46.9,20.2,27.1,3.1,2.7,0,0,0,0,0.8192,0.6744,0.6023,16935
"Malaysia","MYS","MY",2014,8.2212298598,66.97,87.6838478866,328550,90.4488357936,15.2633352699,144.6850309243,75.0162682927,7.2,22589.3714474966,29716965,73.284,10.5,11.1000003815,3.2000000477,79.0999984741,62.5,70.79637146,2.2082496574,1.546213616,19.8658409119,2.3468427356,70,1.0242571855,8.3378722503,97513,485,0,0,0,0,6816.01953125,"17139000",61.4,4,4,2,820,"Malaysia (1966-)",5,6,9,6,"5.26725053787231",9,"",8,5,1,0.614,60.786,8.611,8.267,8.333,28.8,16.9,41.2,7.6,5.5,18,4,18,4,0.6657,0.588,0.597,140552
"Mali","MLI","ML",2014,0.0190110217,2.3,1.3952308473,1220190,12.5403830551,0.8258063673,129.0669372257,55.0135121951,77.6,1589.1673480781,15301650,38.363,8.3000001907,10.6999998093,8.1999998093,81.9000015259,67,44.9463005066,2.8321593882,1.4058076504,31.1759605408,7.5,803,0.2221159747,1.1631449566,14316,152864,0,0,0,0,5042.62109375,"12316000",92.4,5,7,3,432,"Mali",4,1,8,2,"1.95861077308655",4,"",3,3,0.5,0.462,91.938,0,0,0,47.6,19,26.7,3.7,3,97,252,97,252,0.182,0.6906,0.8388,14609
"Mauritania","MRT","MR",2014,0.1936306518,6.2,2.5100401606,1030700,3.7740176579,1.3880376773,102.5274558598,61.5117560976,67.1,2945.2295694967,3889880,58.636,44.5,42.9000015259,31,80.1999969482,55,29.5032691956,1.8464375171,3.5606168307,23.9491596222,5,8,1.6603054803,2.7491674563,92767,34257,0,0,0,0,5448.36865234375,"3338000",99.2,5,6,3,435,"Mauritania",4,3,10,5,"2.78577065467834",5,"",3,4,0.5,0.496,98.704,7.778,8.333,2,39.5,20,32.5,4.5,3.6,11,16,11,16,0.0149,0.615,0.326,93612
"Mauritius","MUS","MU",2014,12.5361317837,39,154.6391752577,2030,620.0261083744,29.1706143428,123.2398186118,74.46,12.5,17145.7831201536,1258653,39.979,17,23.6000003815,8.3000001907,80.1999969482,64.5999984741,95.8514633179,2.3655561922,0.201786865,19.0319900513,2.8,NA,0.4223208388,3.4322616763,NA,81,0,0,0,0,6114.1357421875,"216000",16.6,2,1,1,590,"Mauritius",12,12,15,11,"9.40305042266846",12,"",15,13,7.5,1.245,15.355,2.5,6.267,5.333,21,15.5,44.1,10.9,8.4,0,0,0,0,0.6385,0.4634,0.4547,NA
"Mexico","MEX","MX",2014,10.8548766382,43.46,34.5479365746,1943950,62.929807351,16.8307906722,85.8364013609,77.3540243902,12.5,16290.8128214269,122332399,78.691,8.6000003815,9.3999996185,4.9000000954,83.3000030518,64.9000015259,85.6814804077,3.2271983672,0.6215816004,15.912320137,21.5,NA,0.6038522639,0.6155790451,1831,9396,0,0,0,0,12484.03515625,"111000",0.1,3,3,2,70,"Mexico",8,9,13,7,"6.92157030105591",10,"",12,6,0.5,5e-04,0.0995,3.056,0,6.333,27.9,18.1,40.4,7,6.6,57,119,57,119,0.1796,0.5418,0.1511,3183
"Moldova","MDA","MD",2014,13.3938823195,48.8,48.6562942008,32860,124.0199323971,35.0273170139,106.0114062728,68.8115121951,13.3,4521.0848447881,3558566,44.879,16.1000003815,14.8000001907,5.0999999046,48.4000015259,46,88.3360519409,5.4292663032,0.3060451392,37.7734909058,6.5,NA,0.6412558354,11.4630500176,250,2207,0,0,0,0,1629.59289550781,"15000",0.4,3,3,2,359,"Moldova",8,11,11,6,"6.92157030105591",9,"",12,8,0.5,0.002,0.398,1.667,2.733,10,17.7,14.2,43.9,13.1,11.1,3,2,3,2,0.5603,0.5535,0.5533,337
"Mongolia","MNG","MN",2014,4.9216416767,17.7,28.8094411663,1553560,1.8274627308,6.1885692971,124.1841262976,67.548195122,26.4,9132.3057037913,2839073,70.366,8.8000001907,9.1999998093,4.9000000954,71.6999969482,65.5999984741,91.5752182007,3.6203987306,1.1096847962,17.8200798035,9.7,NA,1.3474110843,0.3694422388,9,2064,0,0,0,0,5361.125,"120000",4.4,2,1,1,712,"Mongolia",11,11,15,9,"9.40305042266846",12,"",16,12,2.5,0.11,4.29,4.722,5.133,6.333,26.8,18.7,44.5,5.9,4.1,0,0,0,0,0.0799,0.3682,0.3734,13
"Morocco","MAR","MA",2014,2.5330410823,56,4.986116502,446300,73.9595563522,8.8610267464,128.5252096831,70.8721219512,26.1,6967.2592458786,33008150,59.2,19,18.5,9.1999998093,78.9000015259,52.5,68.8769607544,2.0411190468,3.9153703464,36.4887619019,2.2,NA,2.0438642538,0.1551654175,1470,1318,NA,NA,1500,0,3964.06372070312,"32381000",99.9,4,5,2,600,"Morocco",6,5,8,4,"4.44009065628052",7,"",7,6,0.5,0.4995,99.4005,6.389,7.267,7.333,26.7,17.7,42,7.3,6.3,8,25,8,25,0.0035,0.4841,0.4683,4973
"Mozambique","MOZ","MZ",2014,0.0696104848,5.4,1.8131681336,786380,32.8514865587,0.3002583597,48.0042155704,50.1733658537,61.5,1069.6246770946,25833752,31.669,13.8999996185,14.3000001907,8.3000001907,82.5999984741,84.5,26.0463008881,3.1471254767,0.811375097,NA,12.4,28,0.0942676038,1.877644362,4445,56,0,0,0,0,6630.36376953125,"5340000",22.8,3,4,2,541,"Mozambique",7,6,12,7,"6.09441089630127",9,"",10,8,0.5,0.114,22.686,0,0.8,0.667,45.3,21.3,27,3.5,2.9,19,44,19,44,0.6759,0.6932,0.8125,15119
"Myanmar","MMR","MM",2014,0.1789912837,1.2,0.4840000745,653290,81.5243123268,1.0041679702,12.8285880149,65.0996829268,39.8,NA,53259018,33.007,8.8999996185,9.8999996185,3.4000000954,85,82,50.2060203552,0.4820920272,NA,NA,15.2,249,1.6328030888,0.1707931784,NA,479608,0,0,0,0,5470.46533203125,"1900000",3.8,5,6,3,775,"Myanmar",4,3,7,3,"2.78577065467834",5,"",6,1,0.5,0.019,3.781,8.611,10,7,26.4,18.3,43.1,7,5.3,86,109,86,109,0.1974,0.5062,0.5072,NA
"Namibia","NAM","NA",2014,1.4694907123,13.9,22.9982964225,823290,2.7976958301,7.9681676193,118.4342132969,64.3438780488,35.2,9275.7729894833,2303315,44.679,29.8999996185,34.0999984741,16.8999996185,64.8000030518,60.4000015259,NA,4.6732292741,3.0219259446,NA,17.2,NA,1.7480346111,6.3732034492,2332,1142,0,0,0,0,6564.54052734375,"9000",0.4,2,2,1,565,"Namibia",12,10,14,9,"8.57589054107666",9,"",11,11,0.5,0.002,0.398,0,0,0,31.7,23.1,35.9,4.8,4.4,0,0,0,0,0.6626,0.6329,0.7005,3494
"Nepal","NPL","NP",2014,1.120451414,13.3,2.9870914975,143350,193.9131984653,2.9826361455,76.8497960083,68.4038536585,32.2,2172.7903916176,27797457,17.877,5.9000000954,4.5999999046,2.7000000477,88.8000030518,85.6999969482,66.9919281006,2.5961432728,1.4284169787,NA,2.9,NA,1.042574789,3.5232974606,46305,8112,0,0,0,0,3944.61596679688,"1253000",4.2,4,4,2,790,"Nepal",6,5,9,4,"5.26725053787231",7,"",11,5,0.5,0.021,4.179,4.722,6.2,6.667,31.6,22.6,35.7,5.6,4.5,565,288,565,288,0.1417,0.6632,0.7167,46541
"Netherlands","NLD","NL",2014,40.0789439657,93.9564,2639.4865089742,33720,498.3520759193,42.5167888093,113.7299036847,81.1048780488,3.3,45021.1574077338,16804432,89.271,10.8000001907,11,6.6999998093,84.1999969482,79.3000030518,129.9127655029,10.2887152622,1.2097671156,25.8880004883,0.9,NA,0.4825602395,10.5496685784,74707,64,200,250,225,0,3265.95336914062,"914000",5.5,1,1,1,210,"Netherlands",12,12,16,12,"10",16,"",16,15,2.5,0.1375,5.3625,0,5.6,6,16.9,12.2,40.4,12.9,17.6,5,7,5,7,0.7222,0.1054,0.5143,74707
"New Zealand","NZL","NZ",2014,29.2070529262,82.78,1217.294406062,263310,16.8702290076,41.0585470468,105.7756947162,81.4073170732,5.2,33019.6033227233,4442100,86.223,15.3999996185,15.8000001907,6.1999998093,83.4000015259,77.9000015259,119.5443878174,8.0837470309,0.9869742354,25.1702804565,0.9,NA,0.3537490953,22.113039281,1403,17,NA,NA,6,0,15630.560546875,"41000",0.9,1,1,1,920,"New Zealand",12,12,16,12,"10",15,"",15,15,0.5,0.0045,0.8955,0,1.833,1.667,20,13.9,40.4,11.4,14.3,5,0,5,0,0.811,0.3969,0.1657,1711
"Nicaragua","NIC","NI",2014,2.1657343386,15.5,11.0228562166,120340,50.5274887818,5.3444975872,111.9801765585,74.7881707317,20,4493.7666939127,6080478,58.146,8.8000001907,10.3999996185,7.1999998093,82.5,65.8000030518,68.9085617065,4.4876173996,0.7560997677,7.2774200439,11.3,NA,0.4634385596,0.6892572905,189,1538,0,0,0,0,12119.6591796875,"1000",0.1,4,5,2,93,"Nicaragua",6,6,12,4,"4.44009065628052",9,"",7,7,0.5,5e-04,0.0995,0,5.8,0,29.3,22.4,38,5.4,4.8,0,0,0,0,0.429,0.4844,0.0473,206
"Niger","NER","NE",2014,0.0358920032,1.7,0.1618559482,1266700,14.0769479751,0.5636166128,39.2922096968,58.4427073171,59.9,886.8096112893,17831270,18.22,7.1999998093,6.6999998093,5.0999999046,90.9000015259,65.6999969482,15.9247598648,2.4039866786,1.0547307489,46.6628913879,4.7,31,0.1858402576,1.2719657153,57661,733,0,0,0,0,4109.591796875,"15627000",98.3,4,3,2,436,"Niger",8,9,11,7,"6.09441089630127",6,"",10,5,0.5,0.4915,97.8085,0.833,0,0,49.8,18.4,25.9,3.3,2.6,29,126,29,126,0.2013,0.6518,0.6519,57745
"Nigeria","NGA","NG",2014,0.0086657087,38,2.307903449,910770,190.6247955027,0.2076642477,73.2919616063,52.4997804878,74.3,5422.6933427295,173615345,46.094,14,13.6000003815,7.5,63.5999984741,56.2000007629,43.8291397095,1.0691458555,0.4703125126,NA,20,1614,0.2989131187,0.7060820706,1694,31664,0,0,0,0,4530.11181640625,"75728000",47.9,5,4,2,475,"Nigeria",7,6,9,5,"4.44009065628052",6,"",9,4,2.5,1.1975,46.7025,0.556,6.933,6,43.2,19.3,30.5,3.9,3.1,1412,4799,1412,4799,0.7421,0.8505,0.8503,2509
"Norway","NOR","NO",2014,38.0829326363,95.0534,1942.9294896767,365268,13.9080510748,24.5246616327,116.2684220327,81.4512195122,2.3,62411.3557791039,5080166,79.939,10.6999998093,9.1000003815,3.5,80,77.9000015259,111.0613021851,8.1815474313,1.4117307175,26.1716899872,2.2,NA,0.9618725646,9.9287989247,46106,13,NA,NA,60,0,3481.26708984375,"144000",3,1,1,1,385,"Norway",12,12,16,12,"10",16,"",16,16,0.5,0.015,2.985,0,7.6,0.667,18.2,13.1,40.8,11.7,16.1,5,75,5,75,0.2048,0.0586,0.0673,52450
"Oman","OMN","OM",2014,2.6221464116,66.45,85.5832908813,309500,11.7364911147,9.6742303529,154.645907824,76.8520243902,9.8,44532.4548711515,3632444,76.699,17.8999996185,20.5,7.9000000954,84.5,67.0999984741,93.5088424683,2.0799459878,11.6071399419,15.8910503387,1.1,NA,2.5974571447,29.473506191,138,26,0,0,0,0,1757.43884277344,"2547000",87.7,5,6,3,698,"Oman",3,2,5,2,"2.78577065467834",5,"",2,4,7.5,6.5775,81.1225,6.111,7.067,0.667,30.4,19.9,42.6,3.9,3.3,0,0,0,0,0.4322,0.4373,0.3567,217
"Pakistan","PAK","PK",2014,0.6106018233,10.9,1.8473205749,770880,236.2787904732,3.497732112,70.1303759844,66.5853658537,69,4454.0748287843,182142594,37.86,7.5,8.5,5.0999999046,85.9000015259,56.4000015259,38.3174095154,1.0129007544,3.4550106258,10.3786201477,7.7,1802,1.4454838467,2.4450528263,1616507,48867,NA,NA,500,0,2655.29541015625,"178097000",96.4,5,4,2,770,"Pakistan (1971-)",7,6,5,5,"4.44009065628052",6,"",9,4,12.5,12.05,84.35,8.611,10,10,33.3,21.5,35.7,5.1,4.3,7239,13377,7239,13377,0.3848,0.7098,0.719,1621893
"Panama","PAN","PA",2014,7.7073990016,42.9,114.8751910341,74340,51.9796879204,15.1726761504,162.9742997849,77.5789512195,15.4,18793.3933318045,3864170,65.994,8.5,10.1999998093,4.0999999046,86.1999969482,69.9000015259,72.951133728,4.9310520281,NA,9.6649599075,17.2,NA,0.6613701937,3.2897985062,17665,105,0,0,0,0,11779.3212890625,"25000",0.7,2,1,1,95,"Panama",10,12,15,9,"9.40305042266846",12,"",15,9,0.5,0.0035,0.6965,0.556,3.4,0,27.4,17.3,40.1,7.4,7.8,1,1,1,1,0.3338,0.5528,0.3873,18295
"Papua New Guinea","PNG","PG",2014,0.154344975,6.5,10.7009095773,452860,16.1667226074,1.9122386277,40.9765420224,62.4307317073,47.3,2558.1259964471,7321262,12.977,3.9000000954,4.6999998093,2.0999999046,74.5999984741,73.1999969482,40.1570587158,3.6115533849,0.5665558607,NA,10.4,NA,0.057906209,0.3578684477,9378,221,0,0,0,0,11771.0859375,"2000",0.1,3,4,2,910,"Papua New Guinea",9,9,12,4,"6.09441089630127",8,"",10,7,0.5,5e-04,0.0995,0,2.167,0,35,19.7,36.2,5.2,3.9,1,0,1,0,0.5523,0.2718,0.3526,9782
"Paraguay","PRY","PY",2014,1.701955002,36.9,22.8389708008,397300,17.1213063176,6.4337550782,103.6899605207,72.2734878049,18.7,7833.0740015676,6802295,59.174,9,11.3000001907,5.1999998093,88,73.4000015259,69.601020813,3.4626591948,1.6475367651,17.5919799805,9.7048746135,NA,0.7877418089,2.4971047511,136,95,0,0,0,0,11878.7587890625,"1000",0.1,3,3,2,150,"Paraguay",8,10,11,5,"6.92157030105591",10,"",12,6,0.5,5e-04,0.0995,2.222,8.333,1.667,26.2,20.5,39.5,7.2,6.6,18,15,18,15,0.2123,0.1689,0.5975,137
"Peru","PER","PE",2014,5.1825242778,39.2,28.2427118203,1280000,23.7309398438,11.2596283274,98.0829812662,74.8146097561,12.9,11396.4930206131,30375603,77.954,8.6999998093,8.8999996185,3.9000000954,86.8000030518,78.0999984741,93.9782028198,3.1239743171,1.415595817,10.3828697205,9.6,28,1.1645480989,0.128576081,1162,4765,0,0,0,0,12915.73046875," <1,000 ",0.1,3,2,1,135,"Peru",8,10,15,7,"7.74873065948486",10,"",13,8,0.5,5e-04,0.0995,0,7.133,0,27.3,19.2,39.4,7.3,6.9,26,60,26,60,0.1988,0.6566,0.3358,1669
"Philippines","PHL","PH",2014,9.1248519949,37,10.8296035806,298170,329.9915283228,3.2002445607,104.5023214626,68.7144878049,23.5,6326.216423894,98393574,44.633,15.3999996185,16.7000007629,7.0999999046,81.4000015259,67,NA,1.3917732552,1.2761565415,NA,8.8,514,0.3917133618,0.4659705273,182,726,0,0,0,0,7892.9873046875,"4737000",5.1,3,3,2,840,"Philippines",8,9,14,7,"6.92157030105591",10,"",10,5,0.5,0.0255,5.0745,0,0.667,6.333,33.7,19,37,5.8,4.5,1881,1471,1881,1471,0.3056,0.2385,0.836,261
"Poland","POL","PL",2014,15.6598978429,62.8492,423.8687401023,306220,125.7738847887,14.3326250467,149.0785439377,76.8487804878,4.5,22835.2204608088,38514479,60.617,25.2000007629,27.2000007629,10.3999996185,73.9000015259,67,97.6588363647,4.6359723997,1.7661300609,24.2004795074,1.2,NA,0.9333053108,2.1670329706,16438,1429,0,0,0,0,2420.97680664062,"20000",0.1,1,1,1,290,"Poland",12,12,16,10,"10",14,"",16,13,0.5,5e-04,0.0995,0,2.833,6,14.6,11.9,43.8,14.7,15,0,0,0,0,0.1712,0.1183,0.0468,18589
"Portugal","PRT","PT",2014,23.8406656162,62.0956,261.6062027376,91590,114.175073698,42.7010500223,113.0356020405,80.3731707317,3.1,25932.933700526,10457295,62.338,36.2999992371,37.7999992371,16.5,77.0999984741,73.5999984741,112.8516616821,6.2780460552,2.1038373637,33.5213012695,1.2,NA,1.4857663214,8.6883317097,598,32,0,0,0,0,4085.68188476562,"65000",0.6,1,1,1,235,"Portugal",12,12,16,11,"10",15,"",16,15,0.5,0.003,0.597,0,7.2,1,15.9,11.4,42.2,11.9,18.6,2,0,2,0,0.1438,0.0468,0.0198,804
"Puerto Rico","PRI","PR",2014,16.3037731562,73.9,125.9012756517,8870,407.5632468997,17.9170559588,83.6464209431,78.711195122,NA,33637.5807616376,3615086,93.676,29.6000003815,27.2999992371,14.1999998093,59.7999992371,50.2000007629,80.803352356,NA,NA,NA,26.5,NA,NA,8.7058288599,NA,NA,0,0,0,0,9990.8828125,"1000",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5e-04,0.0995,NA,NA,NA,18.1,14.5,38.5,12,17,0,0,0,0,0.4952,NA,0.0352,NA
