Time,Time Code,Country Name,Country Code,Fixed (wired) broadband subscriptions (per 100 people) [IT.NET.BBND.P2],Internet users (per 100 people) [IT.NET.USER.P2],Secure Internet servers (per 1 million people) [IT.NET.SECR.P6],Land area (sq. km) [AG.LND.TOTL.K2],Population density (people per sq. km of land area) [EN.POP.DNST],Fixed telephone subscriptions (per 100 people) [IT.MLT.MAIN.P2],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]",Urban population (% of total) [SP.URB.TOTL.IN.ZS],"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.MA.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.MA.ZS]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","Health expenditure, public (% of GDP) [SH.XPD.PUBL.ZS]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",Battle-related deaths (number of people) [VC.BTL.DETH],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],International migrant stock (% of population) [SM.POP.TOTL.ZS],Refugee population by country or territory of asylum [SM.POP.REFG],Refugee population by country or territory of origin [SM.POP.REFG.OR]
2012,YR2012,Bolivia,BOL,1.0537061446,35.5,9.7177239376,1083300,9.68917659,8.3874532751,90.443495008,66.9266341463,32.2,5650.4307502117,10496285,67.279,4.3000001907,5.3000001907,2.7000000477,82.3000030518,74.0999984741,78.1713790894,4.1436710073,1.4656398117,20.3264408112,12.1,NA,1.6904113246,NA,733,618
2012,YR2012,Bosnia and Herzegovina,BIH,10.6099351159,65.3560944773,25.8221619879,51000,75.1748235294,23.117694806,87.5747147303,76.1211463415,6,9149.1655766828,3833916,39.378,61.7000007629,61.7000007629,28.1000003815,67,54.4000015259,NA,7.206497241,1.1890734872,NA,NA,NA,0.7227064738,NA,6903,51822
2012,YR2012,Botswana,BWA,0.9400621784,11.5,11.4775613675,566730,3.535916574,8.0087429076,153.7856490561,46.9907073171,37.1,14531.006265535,2003910,56.699,27.2999992371,32.7999992371,17.7000007629,82.5999984741,78.8000030518,NA,3.2185603731,2.2940839086,NA,18.4,NA,1.0311728462,NA,2785,127
2012,YR2012,Brazil,BRA,9.154757098,48.56,54.2847886225,8358140,23.7679697875,22.3025178009,125.0018520707,73.6178780488,12.9,14323.1358759394,198656019,84.901,11.1999998093,14.3999996185,6.0999999046,85.4000015259,74.9000015259,NA,4.5227857145,1.5113292202,NA,25.2,NA,0.6811566771,NA,4689,1076
2012,YR2012,Brunei Darussalam,BRN,4.8149370024,60.2730650423,111.5860255483,5270,78.2235294118,17.2068077179,113.9487383502,78.3734634146,8.2,71664.3739940364,412238,76.223,10.6999998093,11.5,3.7999999523,79,67.5,107.8461990356,2.1125224804,2.4262335321,NA,2,NA,4.700203252,NA,NA,1
2012,YR2012,Bulgaria,BGR,17.9483695073,51.8999876659,164.1142048715,108560,67.2981577008,29.3068772825,148.1311121404,74.3146341463,10.5,15442.8269005261,7305888,72.971,29.6000003815,28.2000007629,12.3000001907,71.0999984741,67.1999969482,93.1109313965,4.1767566107,1.5353984296,NA,1.9,NA,1.4100411625,NA,2288,2147
2012,YR2012,Burkina Faso,BFA,0.0870466419,3.725034916,0.6075282101,273600,60.1613340643,0.8587897273,60.6076521459,55.8620243902,65.7,1572.9112604067,16460141,27.346,6.4000000954,5.1999998093,3.2999999523,90.9000015259,85.0999984741,25.9229106903,3.5869436795,1.2533518727,16.6334896088,8,NA,0.1533201375,NA,39306,1460
2012,YR2012,Burundi,BDI,0.0049443788,1.2199999448,0.3045818553,25680,383.5501947041,0.1765965597,22.8144602063,53.6287560976,56.6,736.8432947479,9849569,11.189,10.1000003815,10.8000001907,7,82.6999969482,83.5,28.4979991913,4.9293207925,2.3861402608,33.0475387573,8,NA,1.124689966,NA,41813,73363
2012,YR2012,Cabo Verde,CPV,4.0155663116,34.74,24.2717955668,4030,122.6801488834,14.2030457058,86.0253114375,74.5437317073,22.4,6233.5220603384,494401,63.389,10.3000001907,10.6999998093,7,86.3000030518,71,92.7387771606,3.328599604,NA,NA,10.3,NA,0.5172213147,NA,NA,25
2012,YR2012,Cambodia,KHM,0.2000316725,4.94,2.9600435826,176520,84.2094153637,3.9319806203,128.5272114788,71.4088292683,33.9,2790.4308729555,14864646,20.137,0.5,0.5,0.200000003,87.9000015259,84.8000030518,NA,1.4482606455,1.545475907,NA,6.5,NA,2.2684249945,NA,77,14024
2012,YR2012,Cameroon,CMR,0.0638075366,5.6989872404,1.1981770566,472710,45.9047428656,3.3984218441,60.4068244294,54.5875121951,62.4,2661.3082027951,21699631,52.677,6.5999999046,7,3.7999999523,76.9000015259,71.0999984741,50.3778686523,1.6226957719,1.3392822128,19.7356491089,7.6,NA,0.2679419781,NA,98969,13382
2012,YR2012,Canada,CAN,32.476594939,83,1237.9961307693,9093510,3.8216407086,50.8812537857,79.5683377491,81.2380487805,4.7,41543.7146350279,34752128,81.293,15.8999996185,14.3000001907,7.1999998093,81.5999984741,77.9000015259,NA,7.655902037,1.1186466568,NA,1.6,NA,0.3425030214,NA,163756,123
2012,YR2012,Cayman Islands,CYM,33.5678304673,74.1265306873,2553.4132360605,240,239.875,64.9504950495,171.6762202536,NA,NA,NA,57570,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2012,YR2012,Central African Republic,CAF,0,3,0.2209842684,622980,7.2638110373,0.0181870053,25.2610210932,49.4753902439,97.9,931.4906894145,4525209,39.258,10.1999998093,10.6999998093,6.9000000954,85.5,79.0999984741,17.7918891907,1.9221152119,NA,NA,11.8,45,0.3818287018,NA,14014,164568
2012,YR2012,Chad,TCD,0.1562799366,2.1000000001,NA,1259200,9.8857806544,0.2244264722,35.3648787875,50.7005853659,90.2,2003.3962044023,12448175,22.129,10.3999996185,10.8000001907,7,79.1999969482,71.9000015259,22.7940998077,1.3646735469,NA,NA,7.3,NA,0.7594942226,NA,373695,39694
2012,YR2012,Channel Islands,CHI,NA,NA,NA,190,848.6052631579,NA,NA,80.1198292683,NA,NA,161235,31.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,YR2012,Chile,CHL,12.3342968325,61.4181545578,82.1652037061,743532,23.4889876966,18.7836698404,137.0811793358,79.5726585366,7.2,21048.9279605753,17464814,88.986,14.3000001907,16.2000007629,6.4000000954,79.3000030518,67.0999984741,89.0106277466,3.4944727692,2.0555430098,18.0646591187,3.1,NA,1.2544034171,NA,1695,1152
2012,YR2012,China,CHN,12.7214773327,42.3001174856,3.1376439537,9388211,143.871393602,20.1989752688,80.7627145494,75.1995121951,11.7,10756.4577107266,1350695000,51.889,11.3000001907,9.6999998093,4.5,83.5999984741,77,88.9779968262,3.0289096572,2.0386158928,NA,NA,NA,0.3799996656,NA,301037,193453
2012,YR2012,Colombia,COL,8.162081058,48.98,28.4459972656,1109500,42.996328977,13.1868222628,102.8549383897,73.7770731707,15,11636.5520748801,47704427,75.603,15.5,20.6000003815,10.6000003815,82.3000030518,70.5999984741,92.814743042,5.1720371904,3.1610616118,15.204369545,30.8,211,1.9051259201,NA,219,394117
2012,YR2012,Comoros,COM,0.1718459714,5.9752963084,1.3937223956,1861,385.5470177324,3.3449337494,39.5135630095,60.644,59.4,1385.2694919466,717503,28.029,10.3000001907,10.6000003815,6.5,80.5999984741,58.2000007629,NA,2.5354237782,NA,NA,10,NA,NA,NA,NA,454
2012,YR2012,"Congo, Dem. Rep.",ZAR,0,1.6799610146,0.2587318459,2267050,28.9826395536,0.0906078925,30.5800921703,49.6232682927,88.1,741.8921092589,65705093,40.95,14.1999998093,14.6999998093,8.1999998093,73.4000015259,72.4000015259,43.3397903442,1.8719971159,1.0499152359,NA,28.3,737,0.5177341593,NA,65109,509290
2012,YR2012,"Congo, Rep.",COG,0.0083466853,6.1066950244,1.3834285094,341500,12.7000029283,0.3442892417,98.7568280843,58.2965609756,37.3,5631.3012936008,4337051,64.1,10.3000001907,10.8000001907,6.5999999046,74,71.9000015259,53.6631698608,3.149421373,NA,NA,12.5,NA,0.6790487433,NA,98455,12119
2012,YR2012,Costa Rica,CRI,9.1366502993,47.5,94.8953186017,51060,94.1107520564,20.7081771254,111.9199133456,79.7050243902,8.6,13157.4915669465,4805295,73.94,15.3000001907,18.7999992371,7.8000001907,83.9000015259,67.5999984741,103.6119766235,7.5307505471,NA,NA,8.5,NA,0.4262971395,NA,20449,325
2012,YR2012,Cote d'Ivoire,CIV,0.2326995048,2.3789580299,1.4617119671,318000,62.3891509434,1.3918270139,91.228629393,50.4017317073,73.2,2927.3724823925,19839750,52.041,6.3000001907,5.9000000954,4.0999999046,82.0999984741,67.9000015259,NA,1.966584651,1.5034805222,NA,13.6,NA,NA,NA,3980,100720
2012,YR2012,Croatia,HRV,20.6695327275,61.9399731528,245.105046024,55960,76.2608649035,37.9219171003,115.4136047037,76.9243902439,4,20182.8301749015,4267558,58.074,43.2000007629,44.0999984741,15.8000001907,69.4000015259,63.7999992371,98.4280090332,5.8199024205,1.6912992955,NA,1.2,NA,1.0503891275,NA,724,62606
2012,YR2012,Cuba,CUB,0.044477146,25.6417038675,0.0887236106,106440,105.8902386321,10.7934224219,14.9201616154,79.0670243902,5.3,NA,11270957,76.781,6.3000001907,6.6999998093,3.2000000477,79.6999969482,65.8000030518,90.2013702393,8.0882553726,NA,NA,4.2,NA,1.4161495064,NA,371,7731
2012,YR2012,Curacao,CUW,22.68614812,NA,39.4513630446,444,342.536036036,41.1274172049,131.8166304985,NA,NA,NA,152086,89.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
2012,YR2012,Cyprus,CYP,19.2270286645,60.6898684002,786.5409382158,9240,122.1854978355,33.0556229705,98.400434369,79.6371219512,2.9,29087.3674874249,1128994,67.261,27.7000007629,26.7999992371,11.8000001907,79.0999984741,72.5999984741,95.2998504639,3.4448087493,1.8227785239,NA,2,NA,2.1468079912,NA,3631,11
2012,YR2012,Czech Republic,CZE,16.3985144161,73.4300078241,518.8004511556,77230,136.0971772627,19.8629443705,126.8464850684,78.0756097561,3.1,28332.5912348863,10510785,73.115,19.8999996185,19.6000003815,7,79.3000030518,71.4000015259,96.5520477295,6.3417651237,1.0740486823,NA,1,NA,0.5065620138,NA,2805,622
2012,YR2012,Denmark,DNK,38.7795118047,92.2600117153,2213.8675850011,42430,131.7834551025,41.0755016292,130.2798976734,80.0512195122,3,42868.6447070298,5591572,87.142,14.8000001907,14.1000003815,7.5,81.3000030518,78.5,124.6592712402,9.4196604151,1.3722567053,NA,0.8,NA,0.5901619995,NA,11814,9
2012,YR2012,Djibouti,DJI,1.734073788,8.267232892,4.653045651,23180,37.0859361519,2.3212881492,24.7155825846,61.3039756098,59,2807.0359107558,859652,77.117,NA,NA,NA,70.0999984741,54.2000007629,43.8271789551,5.2588856302,NA,NA,10.1,NA,4.3959998099,NA,19139,640
2012,YR2012,Dominica,DMA,11.8575972323,55.1770141639,488.2540036828,750,95.5786666667,22.6508007366,152.474750293,NA,10.5,10148.5593198255,71684,68.681,NA,NA,NA,NA,NA,NA,4.0499532885,NA,NA,NA,NA,NA,NA,NA,54
2012,YR2012,Dominican Republic,DOM,4.3381088005,41.2,22.9647468755,48320,212.6784147351,10.9855856317,86.9370973202,73.2329756098,24.2,11417.9478308648,10276621,76.039,22.1000003815,29.7999992371,14.6999998093,82.8000030518,69.0999984741,75.9074401855,2.7573571068,0.5927230832,8.4569301605,22.1,NA,1.3165511195,NA,758,289
2012,YR2012,Ecuador,ECU,5.3114961119,35.1351464546,22.1400823017,248360,62.3782573683,14.9020956524,106.2255329499,76.1925609756,19.7,10232.8056445241,15492264,63.088,8.1000003815,10.1999998093,4.0999999046,85.4000015259,71.4000015259,86.8407287598,2.867810732,2.9558310621,15.1624002457,12.4,NA,0.7919057218,NA,123824,844
2012,YR2012,"Egypt, Arab Rep.",EGY,2.8334934345,44,3.7040765431,995450,81.0908373098,10.6012120085,119.9164442094,70.9072439024,19,10686.4228540508,80721874,43.002,25.3999996185,38.2000007629,12.6999998093,78.8000030518,52.4000015259,86.3003692627,1.909788472,1.6820201811,NA,NA,NA,3.0723783952,NA,109933,10020
2012,YR2012,El Salvador,SLV,3.8444474016,20.3213877242,20.6434598185,20720,303.9282818533,16.8164799598,137.3425261307,72.1045365854,14,7441.7533800411,6297394,65.287,12.3000001907,11.8999996185,6.0999999046,82.1999969482,65.3000030518,69.2394332886,4.2104711533,1.1464037357,NA,41.2,NA,1.1924125644,NA,45,8171
2012,YR2012,Equatorial Guinea,GNQ,0.2010061171,13.9431821913,1.3581494399,28050,26.2494117647,2.0192965872,68.0537446896,52.612902439,71.3,35314.001579187,736296,39.463,10.3999996185,10.6999998093,6.9000000954,94,88.1999969482,NA,2.759194124,NA,NA,19.3,NA,0.3391058396,NA,NA,228
2012,YR2012,Eritrea,ERI,0.0020388451,0.8,NA,101000,60.7021980198,0.9801135947,4.9793978785,62.2347804878,37.1,1179.7752943577,6130922,21.352,10.1999998093,10.6000003815,7.0999999046,90.5,86.1999969482,NA,1.3839764644,NA,NA,7.1,NA,6.8275659719,NA,3600,285371
2012,YR2012,Estonia,EST,25.4672763248,78.3899259259,668.3319523156,42390,31.2030195801,34.7241741028,160.4107755168,76.3268292683,2.9,24760.430162472,1322696,67.835,23.5,21,10.1000003815,78.5,75,107.0622406006,4.6230933174,1.9277960981,NA,NA,NA,0.834321218,NA,63,456
2012,YR2012,Ethiopia,ETH,0.0073826283,1.4828101386,0.1962305229,1000000,91.728849,0.8694113234,22.3745192747,62.9659512195,46.2,1240.1719398991,91728849,18.16,4.1999998093,7.6999998093,5.4000000954,90.3000030518,85.5999984741,NA,2.9689310044,0.8688304265,NA,12,50,0.3165778394,NA,376393,74968
2012,YR2012,Faeroe Islands,FRO,32.9737809558,85.3351892392,NA,1396,35.4627507163,37.7428998505,118.6159253424,81.0975609756,NA,NA,49506,41.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,YR2012,Fiji,FJI,1.5451413102,33.7423567521,35.439020877,18270,47.8785987958,10.1077803512,98.1785486463,69.7447317073,20.2,7302.6030210922,874742,52.596,16.2999992371,20,8.5,74.1999969482,57.0999984741,88.2506713867,2.635593085,1.4802345156,NA,4,NA,1.0228714046,NA,6,1317
2012,YR2012,Finland,FIN,30.2618154575,89.8799979742,1612.6794916338,303890,17.8155615519,16.4464378624,172.3224293173,80.6268292683,2.2,39476.0304995668,5413971,83.819,17.7000007629,17.7999992371,7.5999999046,77.0999984741,75.1999969482,107.6755828857,6.8163732494,1.2005887406,NA,1.6,NA,0.9192264673,NA,9919,7
2012,YR2012,France,FRA,37.5059189517,81.44,409.2486820553,547561,119.8945322987,62.10842542,97.3777528746,81.9682926829,3.5,37275.0920983772,65649570,78.82,23.8999996185,23.7999992371,9.8999996185,75.0999984741,70.6999969482,109.7092895508,8.9810993035,2.2345137081,NA,1,NA,1.0815587294,NA,217865,100
2012,YR2012,French Polynesia,PYF,14.6814991198,52.8766305868,146.0845683566,3660,74.812568306,20.086628149,82.5377811215,76.1290243902,NA,NA,273814,56.218,NA,NA,NA,69.5999984741,60.7999992371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,YR2012,Gabon,GAB,0.3062652061,8.6167144892,11.0255474184,257670,6.335902511,1.3849925149,179.4714107555,63.0739268293,40,18031.859126681,1632572,86.367,30.7999992371,35.7000007629,20.2999992371,67,62.2000007629,NA,1.9275019513,1.4050876467,NA,9.1,NA,1.1009560242,NA,1663,183
2012,YR2012,"Gambia, The",GMB,0.0279138578,12.4492287209,3.9079400969,10120,176.9985177866,3.5839160351,85.2037572053,58.6070731707,50.2,1584.1783145632,1791225,57.706,10.3999996185,10.8000001907,7,82.9000015259,77.6999969482,NA,3.692144387,NA,NA,10.2,NA,0.106519244,NA,9853,3076
2012,YR2012,Georgia,GEO,8.6660630594,36.94,26.0538446122,69490,78.5664298961,29.2744184467,107.8091120227,73.9448780488,12.5,6702.3757540044,4490700,53.162,31.2999992371,33.7999992371,15,78.1999969482,68.6999969482,NA,1.6508016985,2.881460737,NA,NA,NA,1.3515122524,NA,469,9261
2012,YR2012,Germany,DEU,33.6994676614,82.3499984738,1110.7750802873,348540,230.7506254662,60.5071579545,111.5940398203,80.8926829268,3.3,42958.7725919485,80425823,74.688,8.6999998093,8.1000003815,5.4000000954,82.6999969482,77.4000015259,101.2664031982,8.6436393639,1.3152478272,NA,NA,NA,0.4464530081,NA,589737,182
2012,YR2012,Ghana,GHA,0.2575526693,12.3,2.9566598606,227540,111.481330755,1.123455845,100.9932997357,60.9471219512,53.3,3667.8013592825,25366462,52.069,6.6999998093,7.6999998093,4.1999998093,71.8000030518,70.3000030518,58.1878013611,3.5746398164,0.2614760941,NA,6.1,NA,0.1437966319,NA,16016,24298
2012,YR2012,Greece,GRC,24.1387967735,55.0699934418,171.1925721716,128900,86.0571838635,49.0909682552,120.0963015519,80.6341463415,3.8,24990.7229355866,11092771,77,48.0999984741,54.7000007629,24.2000007629,77.3000030518,68,108.5460662842,6.2236922557,2.370484645,NA,NA,NA,2.9236267734,NA,2100,51
2012,YR2012,Greenland,GRL,19.9147692254,64.8960100996,1478.6129202605,410450,0.1384090632,33.2998749714,104.6982584042,NA,NA,NA,56810,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,YR2012,Grenada,GRD,15.1683209617,32,47.4010030052,340,310.2441176471,26.2857522065,123.1591820483,72.6103414634,11,11048.2948030829,105483,35.601,NA,NA,NA,NA,NA,NA,2.929297597,NA,NA,13.3,NA,NA,NA,NA,316
2012,YR2012,Guam,GUM,NA,61.5341593079,251.8272833364,540,301.5,41.1522633745,NA,78.6185609756,NA,NA,162810,94.273,NA,NA,NA,73.0999984741,67.0999984741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,YR2012,Guatemala,GTM,1.8149245324,16,14.1220172791,107160,140.7505692423,11.561768477,137.8194849495,71.6638536585,26.6,6985.2056225995,15082831,50.212,3.0999999046,5,2.9000000954,90.0999984741,69.5999984741,65.283782959,2.6806140002,0.4453756178,5.1152300835,39.9,NA,0.7007601674,NA,159,6388
2012,YR2012,Guinea,GIN,0.0061128575,1.4901443657,0.4366326783,245720,46.6029342341,0,48.7692503707,55.8446585366,67,1216.0497915579,11451273,35.748,1.7999999523,1.2999999523,1.7000000477,79.5,73.3000030518,38.1347618103,1.7684412771,NA,9.8918800354,8.9,NA,0.2596084682,NA,10371,14061
2012,YR2012,Guinea-Bissau,GNB,0,2.8939906209,1.2022424226,28120,59.1592460882,0.3005606056,63.069216703,54.0336341463,80.1,1390.6380159354,1663558,46.924,10.3999996185,11,6.9000000954,79.5,74.5,NA,1.5143642796,1.7292343771,NA,8.4,NA,0.9062680024,NA,7784,1180
2012,YR2012,Guyana,GUY,3.6712519598,33,6.2863903421,196850,4.040482601,19.3881079097,68.7790195494,66.0462682927,30.7,6053.6587107181,795369,28.319,20.2000007629,23.8999996185,11.3000001907,82.8000030518,63.7999992371,100.9764633179,4.3329115869,1.0991029027,9.8297901154,17,NA,0.3562568418,NA,7,801
2012,YR2012,Haiti,HTI,NA,9.8,1.6709628432,27560,369.1500362845,0.4914596598,59.9084115778,62.7026585366,56,1602.8144964786,10173775,54.841,14.6999998093,17.2999992371,7,71.5999984741,67,NA,0.8829487906,NA,NA,10.2,NA,0.0011588871,NA,NA,38568
2012,YR2012,Honduras,HND,0.7721546008,18.12,9.4507882335,111890,70.9254267584,7.6930172284,92.870174144,73.4934390244,19.6,4422.5445959746,7935846,52.93,5.8000001907,8.1000003815,4.4000000954,84.5999984741,64.3000030518,73.0892410278,4.195346422,1.0040216106,NA,90.4,NA,0.627282721,NA,16,2613
2012,YR2012,"Hong Kong SAR, China",HKG,31.169464669,72.9,636.6533419059,1050,6813.9047619048,61.293408275,229.2446254057,83.4804878049,NA,50271.6292604547,7154600,100,10.8999996185,9.3000001907,3.2999999523,78.5999984741,68.6999969482,105.6181716919,NA,NA,17.3281593323,0.4,NA,NA,NA,117,19
2012,YR2012,Hungary,HUN,22.8653208964,70.5799981538,247.7732163403,90530,109.5809344969,29.6769760415,116.0705559585,75.0634146341,5.3,22305.8397513194,9920362,69.832,28.6000003815,27.8999996185,10.8999996185,70.3000030518,64.1999969482,101.6188201904,4.983778651,1.0438267108,NA,1.3,NA,0.8775112777,NA,4054,1087
2012,YR2012,Iceland,ISL,34.2606032522,96.2097995546,3133.6135397049,100250,3.1991620948,55.2384868673,108.0545130375,82.9170731707,1.7,39800.2339109079,320716,93.84,14.5,13.3999996185,6,86.3000030518,84.1999969482,111.990447998,7.2786199158,0.1229988033,NA,0.3,NA,0.0956510649,NA,60,3
2012,YR2012,India,IND,1.1738122213,12.5800609139,3.5675971011,2973190,415.9460821542,2.5018961714,69.9223897714,66.2108536585,42.9,4966.8110549405,1236686732,31.631,10.3999996185,10.6999998093,3.5999999046,82.4000015259,56.2999992371,NA,1.1591766825,2.5258946753,NA,3.5,410,0.5779606117,NA,185656,14258
2012,YR2012,Indonesia,IDN,1.2083567033,14.7,3.9495400125,1811570,136.2708540106,15.3861339087,114.2181309723,70.6072439024,25.4,8855.0118040719,246864191,51.488,20.2000007629,20.2999992371,6.0999999046,86.4000015259,70,82.5389328003,1.2016078155,0.8862815127,10.6923599243,0.6,NA,0.5714715039,NA,1819,15523
2012,YR2012,"Iran, Islamic Rep.",IRN,4.0250918152,27.5,1.3477363518,1628550,46.9279070339,37.6299307801,76.0980868385,73.7627317073,15,16233.5295220412,76424443,71.769,25.5,28.6000003815,13.1000003815,76.0999984741,46.7999992371,86.2766876221,2.6820762619,2.1140322731,15.8587903976,4.1,NA,2.1546208753,NA,868242,75940
2012,YR2012,Iraq,IRQ,NA,7.1,0.122781458,434320,75.0096910112,5.7080916699,81.6278464569,69.2419268293,28.8,14244.3461302489,32578209,69.175,28.5,32.5,15.1000003815,72.1999969482,44,NA,2.9191709467,2.8030112115,NA,8,651,9.8106917956,NA,98822,746206
2012,YR2012,Ireland,IRL,22.7196020883,76.9199925401,1003.5106521904,68890,66.5829147917,43.8766229083,107.2128919183,80.8951219512,3.3,44673.4312995484,4586897,62.386,36.5,30.3999996185,14.6999998093,76.5999984741,69.1999969482,119.1193313599,5.9964302063,0.5215486466,NA,1.2,NA,0.4315862016,NA,6327,9
2012,YR2012,Isle of Man,IMY,NA,NA,NA,570,149.6210526316,NA,NA,NA,NA,NA,85284,52.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,YR2012,Israel,ISR,25.3404509868,70.8,396.3087036218,21640,365.5499075786,47.017852786,120.6843884114,81.7048780488,3.3,30518.0630192232,7910500,91.949,11.6999998093,12.3000001907,6.9000000954,76.1999969482,71.6999969482,101.3570022583,4.4007661639,5.8576553649,NA,1.8,64,5.0522144308,NA,48505,1340
2012,YR2012,Italy,ITA,22.1411745333,55.8299979933,212.8831079261,294140,202.4196539063,35.7213753568,159.627615479,82.2390243902,3.1,34992.7173546498,59539717,68.56,33.7000007629,35.2000007629,10.6999998093,73.9000015259,63.5999984741,99.1850585938,7.1035277293,1.6126496004,NA,0.9,NA,1.4335484307,NA,64779,66
2012,YR2012,Jamaica,JAM,4.4437927713,33.79,51.3330908245,10830,250.0281625115,9.142231633,98.0496875881,73.2824878049,14.8,8520.8949707568,2707805,54.127,26.5,32.9000015259,13.6999998093,74.4000015259,67.9000015259,NA,3.2706318562,0.9302754194,NA,39.3,NA,0.2286316276,NA,20,1407
2012,YR2012,Japan,JPN,28.3878679985,86.25,750.0461208947,364560,349.9053351986,50.4718297812,110.9073542521,83.096097561,2.2,34987.6082822895,127561489,91.902,8.6000003815,7.8000001907,4.3000001907,84.4000015259,74.0999984741,101.8094100952,8.4434661391,1.0003990651,25.7535896301,NA,NA,0.3979712961,NA,2581,172
2012,YR2012,Jordan,JOR,2.8118492708,41,29.2814181703,88780,71.164676729,6.1978810302,128.1735327367,73.7473902439,16.5,11340.2700192455,6318000,82.97,26.3999996185,31.2999992371,12.1999998093,69.1999969482,43.2999992371,87.8294677734,5.4642797505,4.0290515834,NA,NA,NA,6.7195034898,NA,2337348,2368
2012,YR2012,Kazakhstan,KAZ,9.7847724947,53.3156691222,7.384721666,2699700,6.2197373782,26.8044135156,185.8215628951,69.61,16,21505.6512171149,16791425,53.458,3.4000000954,4.5999999046,5.3000001907,82,78.1999969482,97.7112731934,2.4082146883,1.1961660131,NA,7.8,NA,0.7801155301,NA,564,3571
2012,YR2012,Kenya,KEN,0.0994276247,32.1,4.168776048,569140,75.8655884317,0.5826258245,71.1743333276,61.0831707317,48.8,2628.0449377105,43178141,24.37,16.7999992371,17,9.1999998093,72.5999984741,67.5999984741,66.9884414673,1.8228435284,1.6689730966,NA,6.4,29,0.1742777743,NA,564933,8950
2012,YR2012,Kiribati,KIR,0.9922012978,10.7467976842,9.922012978,810,124.4271604938,8.9298116802,15.8752207648,68.5323414634,46.1,1771.5261479088,100786,43.948,NA,NA,NA,NA,NA,NA,8.3136094675,NA,NA,8.2,NA,NA,NA,NA,33
2012,YR2012,"Korea, Dem. Rep.",PRK,NA,0,NA,120410,205.6572377709,4.7651376713,6.8650288485,69.5006341463,22.7,NA,24763188,60.436,11.1999998093,9.8999996185,4.5999999046,86.9000015259,82.6999969482,NA,NA,NA,NA,5.2,NA,9.1391449061,NA,NA,1132
2012,YR2012,"Korea, Rep.",KOR,37.2473503135,84.0732264957,2751.5356086072,97350,513.6563020031,61.4235245038,109.4316141832,81.2134146341,3.3,31901.0729273983,50004441,82.141,9.5,8.8999996185,3.2000000477,76,65.6999969482,97.1971282959,4.1592861698,2.5891922838,NA,NA,NA,2.5596281782,NA,487,558
2012,YR2012,Kosovo,KSV,NA,NA,NA,10887,165.9875080371,NA,NA,70.4975609756,NA,8426.1597590463,1807106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,YR2012,Kuwait,KWT,1.4459331745,70.45,179.0495973538,17820,182.4071829405,15.6899131702,156.8991317017,74.359,8.5,82357.8241817504,3250496,98.294,23.8999996185,20.7999992371,3.4000000954,84.5999984741,69.8000030518,NA,2.1229219788,3.4132915173,NA,0.4,NA,1.3595489666,NA,674,1197
2012,YR2012,Kyrgyz Republic,KGZ,0.8789208604,21.72,4.1018690255,191800,29.2346193952,8.9301055695,124.179530464,70.0024390244,23.2,2869.8389620377,5607200,35.403,15.1000003815,16.5,8.3999996185,82.0999984741,70.5,NA,4.1972438538,3.2072590285,NA,NA,NA,0.7768850793,NA,4941,3489
2012,YR2012,Lao PDR,LAO,0.1135599828,10.7476761891,0.902822177,230800,28.7947443674,6.7711663274,64.7022560172,67.8059268293,55.4,4381.1497277963,6645827,35.368,4.0999999046,3.2999999523,1.3999999762,80.9000015259,80.5,46.5407295227,0.6093571064,0.2134867995,NA,5.9,NA,3.887443017,NA,NA,7984
